application_id,company_name,original_filename,outcome_label,paid_flag,not_paid_flag,defaulted_flag,industry,requested_loan,company_age_months,directors_score,director_defaults_12m,director_defaults_36m,director_ccj_count,director_ccj_value,business_ccj,Total Revenue,Monthly Average Revenue,Total Expenses,Net Income,Total Debt,Debt-to-Income Ratio,Operating Margin,Debt Service Coverage Ratio,Gross Burn Rate,Cash Flow Volatility,Revenue Growth Rate,Average Month-End Balance,Average Negative Balance Days per Month,Number of Bounced Payments,mca_rule_score,mca_rule_decision,subprime_score,subprime_tier,final_decision
101580,White Sea Technologies Limited(1),White Sea Technologies Limited(1).json,unlabelled,False,False,False,Other,10000.0,32,0,0.0,0.0,0.0,0.0,False,10916.71,909.73,47345.92,-36429.21,0.0,0.0,-1.0,5.44,3945.49,1.237,-0.0,1000.0,10,0,30,DECLINE,0.0,Error,DECLINE
101584,Wigporium Ltd(1),Wigporium Ltd(1).json,unlabelled,False,False,False,Other,9000.0,60,65,6.0,7.0,1.0,960.0,False,12435.38,956.57,15933.68,-3498.3,3226.89,0.259,-0.281,2.96,1225.67,0.75,0.32,1000.0,7,0,30,DECLINE,63.7,Tier 3,DECLINE
100148,R W Waste Ltd(1),R W Waste Ltd(1).json,unlabelled,False,False,False,Other,10000.0,55,69,0.0,1.0,1.0,1214.0,False,39608.76,19804.38,39832.7,-223.94,0.0,0.0,-0.006,32.68,19916.35,0.836,-0.5,1000.0,8,0,30,DECLINE,55.1,Tier 3,DECLINE
101435,Sady Cs Ltd (1),Sady cs Ltd (1).json,unlabelled,False,False,False,Other,10000.0,31,91,0.0,0.0,0.0,0.0,False,26299.3,2629.93,22562.26,3737.04,500.0,0.019,0.142,8.67,2256.23,0.796,-0.02,1000.0,7,0,30,DECLINE,67.5,Tier 3,DECLINE
100409,Saffron Private Limited(1),Saffron Private Limited(1).json,unlabelled,False,False,False,Other,5000.0,52,94,0.0,0.0,0.0,0.0,False,208928.16,16071.4,203934.48,4993.68,34190.0,0.164,0.024,5.43,15687.27,0.47,0.12,1000.0,4,0,60,REFER,82.5,Tier 2,DECLINE
101694,Simply Local Richmond Ltd(1),SIMPLY_LOCAL_RICHMOND_LTD(1).json,unlabelled,False,False,False,Other,10000.0,263,73,1.0,2.0,5.0,28831.0,False,11424.92,5712.46,15797.91,-4372.99,0.0,0.0,-0.383,5.34,7898.96,1.2,-0.5,1000.0,10,0,30,DECLINE,42.4,Tier 4,DECLINE
100160,South Coast Categorized(1),South Coast_categorized(1).json,not_paid,False,True,True,Other,7000.0,33,72,0.0,0.0,1.0,316.0,False,56669.71,28334.86,69698.18,-13028.47,0.0,0.0,-0.23,50.0,34849.09,1.012,-0.5,1000.0,10,0,30,DECLINE,48.8,Tier 4,DECLINE
101453,Standout Aesthetics Limited(1),Standout Aesthetics Limited(1).json,unlabelled,False,False,False,Other,2000.0,38,82,0.0,0.0,0.0,0.0,False,193434.89,14879.61,160882.84,32552.05,0.0,0.0,0.168,5.98,12375.6,0.517,0.04,1252.0,5,0,60,REFER,77.0,Tier 2,DECLINE
100200,Stevnson Property Services Ltd(1),Stevnson Property Services Ltd(1).json,unlabelled,False,False,False,Other,7000.0,270,88,1.0,2.0,0.0,0.0,False,37371.03,9342.76,13900.61,23470.42,9265.0,0.248,0.628,1.12,3475.15,1.318,0.5,2933.8,10,0,30,DECLINE,62.8,Tier 4,DECLINE
101571,House Of Mystery(1),House of Mystery(1).json,unlabelled,False,False,False,Other,5000.0,47,84,0.0,5.0,0.0,0.0,False,88654.41,6819.57,89626.37,-971.96,1402.46,0.016,-0.011,50.0,6894.34,0.332,-0.08,1000.0,3,0,100,APPROVE,70.6,Tier 2,APPROVE
100161,Lumi Skn Ltd(1),Lumi SKN Ltd(1).json,unlabelled,False,False,False,Other,10000.0,57,86,0.0,0.0,0.0,0.0,False,9061.77,4530.88,22080.79,-13019.02,0.0,0.0,-1.0,19.72,11040.4,0.851,0.5,1000.0,8,0,30,DECLINE,52.0,Tier 4,DECLINE
101442,Marvel Heating & Renewable Energy Ltd(1),Marvel Heating & REnewable Energy Ltd(1).json,unlabelled,False,False,False,Other,10000.0,99,71,0.0,0.0,0.0,0.0,False,3242063.38,249389.49,5453054.52,-2210991.14,2212079.9,0.682,-0.682,8.49,419465.73,0.248,-0.03,1000.0,3,0,100,APPROVE,57.3,Tier 2,CONDITIONAL_APPROVE
100153,Mr Eats Group Ltd(1),Mr Eats Group Ltd(1).json,unlabelled,False,False,False,Other,2000.0,32,74,1.0,4.0,0.0,0.0,False,3701.98,1233.99,3252.55,449.43,0.0,0.0,0.121,6.83,1084.18,0.843,-0.44,1000.0,8,0,30,DECLINE,60.0,Tier 3,DECLINE
101792,Muscle Makers Gym Limited(1),Muscle Makers Gym Limited(1).json,unlabelled,False,False,False,Other,6000.0,110,70,3.0,3.0,0.0,0.0,False,127327.45,9794.42,102869.5,24457.95,3270.23,0.026,0.192,4.57,7913.04,0.384,0.03,1000.0,3,0,60,REFER,78.8,Tier 2,SENIOR_REVIEW
100233,Nikolov 92 Ltd(1),Nikolov 92 Ltd(1).json,unlabelled,False,False,False,Other,5000.0,83,62,0.0,0.0,0.0,0.0,False,7770.0,3885.0,6850.44,919.56,105.21,0.014,0.118,3.33,3425.22,1.001,0.5,1000.0,10,0,30,DECLINE,68.4,Tier 4,DECLINE
100195,Pemienterprize Ltd(1),Pemienterprize Ltd(1).json,unlabelled,False,False,False,Other,10000.0,108,93,0.0,0.0,0.0,0.0,False,8072.84,8072.84,13014.9,-4942.06,6250.0,0.774,-0.612,6.11,13014.9,0.1,0.0,1000.0,3,0,100,APPROVE,61.4,Tier 2,APPROVE
100196,Ps & Sons Ltd(1),ps & sons ltd(1).json,unlabelled,False,False,False,Other,9000.0,69,95,0.0,0.0,0.0,0.0,False,22107.09,11053.54,21067.39,1039.7,0.0,0.0,0.047,3.19,10533.7,0.497,0.5,1000.0,4,0,60,REFER,83.7,Tier 2,DECLINE
101621,French Sole Ltd(1),French Sole Ltd(1).json,unlabelled,False,False,False,Other,6000.0,131,0,0.0,0.0,0.0,0.0,False,6955.74,3477.87,14416.55,-7460.81,7615.0,1.095,-1.0,9.13,7208.28,0.797,-0.5,1000.0,7,0,30,DECLINE,0.0,Error,DECLINE
101675,Gc Bike Repairs Ltd(1),GC Bike Repairs Ltd(1).json,unlabelled,False,False,False,Other,3000.0,76,83,0.0,0.0,0.0,0.0,False,444913.3,34224.1,432849.29,12064.01,30200.0,0.068,0.027,10.55,33296.1,0.504,0.14,1000.0,5,0,60,REFER,80.1,Tier 2,DECLINE
101689,Git Support Ltd(1),GIT Support LTD(1).json,unlabelled,False,False,False,Other,10000.0,32,78,1.0,6.0,1.0,498.0,False,202085.15,15545.01,211894.74,-9809.59,10405.0,0.051,-0.049,5.96,16299.6,0.467,-0.03,1000.0,4,0,60,REFER,69.3,Tier 2,DECLINE
100251,Git Support Ltd Categorized(1),GIT Support LTD_categorized(1).json,unlabelled,False,False,False,Other,6000.0,37,86,0.0,0.0,0.0,0.0,False,202085.15,15545.01,211894.74,-9809.59,10405.0,0.051,-0.049,5.96,16299.6,0.467,-0.03,1000.0,4,0,60,REFER,69.3,Tier 2,DECLINE
101450,Go Commercial Finance Ltd(1),Go Commercial Finance Ltd(1).json,unlabelled,False,False,False,Other,2000.0,154,83,3.0,4.0,3.0,13375.0,False,199122.76,15317.14,191762.18,7360.58,21925.67,0.11,0.037,6.33,14750.94,0.851,0.4,1000.0,8,0,30,DECLINE,70.5,Tier 4,DECLINE
nan,Golden Triangle Financial Services Ltd(1),Golden Triangle Financial Services Ltd(1).json,unlabelled,False,False,False,Other,5000.0,12,65,0.0,0.0,0.0,0.0,False,1339183.44,103014.11,1336020.13,3163.31,107266.99,0.08,0.002,6.55,102770.78,0.322,0.05,1000.0,3,0,100,APPROVE,73.9,Tier 2,APPROVE
100170,Harley Street Hair Transplants(1),Harley Street Hair Transplants(1).json,unlabelled,False,False,False,Other,10000.0,54,0,0.0,0.0,0.0,0.0,False,57975.0,11595.0,57260.46,714.54,0.0,0.0,0.012,50.0,11452.09,0.776,0.27,1000.0,7,0,30,DECLINE,56.0,Tier 4,DECLINE
101562,Bottom Line Consultants Ltd(1),Bottom Line Consultants Ltd(1).json,unlabelled,False,False,False,Other,6000.0,119,0,0.0,0.0,0.0,0.0,False,164942.75,12687.9,171358.95,-6416.2,19300.0,0.117,-0.039,13.3,13181.46,1.146,0.5,1000.0,10,0,30,DECLINE,48.7,Tier 4,DECLINE
100251,Cs Sport(1),CS Sport(1).json,unlabelled,False,False,False,Other,6000.0,37,86,0.0,0.0,0.0,0.0,False,165051.09,12696.24,167385.58,-2334.49,31757.19,0.192,-0.014,5.53,12875.81,0.54,0.06,1000.0,5,0,60,REFER,75.5,Tier 2,DECLINE
100155,Data4Est Ltd(1),Data4est Ltd(1).json,unlabelled,False,False,False,Other,3000.0,35,75,1.0,2.0,0.0,0.0,False,4170.61,2085.31,7361.68,-3191.07,1140.0,0.273,-0.765,2.08,3680.84,0.092,-0.12,1000.0,3,0,100,APPROVE,54.4,Tier 3,CONDITIONAL_APPROVE
101448,Deli Ice Limited(1),Deli Ice Limited(1).json,unlabelled,False,False,False,Other,2000.0,80,0,0.0,0.0,0.0,0.0,False,22177.14,1705.93,21884.16,292.98,0.0,0.0,0.013,50.0,1683.4,0.351,0.05,1000.0,3,0,60,REFER,63.6,Tier 2,DECLINE
101546,Elm Pub Group Ltd Ta As The Bull Inn(1),Elm Pub Group Ltd TA As The Bull Inn(1).json,unlabelled,False,False,False,Other,8000.0,26,92,0.0,0.0,0.0,0.0,False,61464.61,8780.66,116789.85,-55325.24,71302.0,1.16,-0.9,12.66,16684.26,1.185,-0.04,1000.0,10,0,30,DECLINE,42.4,Tier 4,DECLINE
100137,Elpromotions Limited(1),Elpromotions Limited(1).json,unlabelled,False,False,False,Other,2000.0,184,85,0.0,0.0,0.0,0.0,False,2081.94,1040.97,4375.07,-2293.13,2550.0,1.225,-1.0,7.81,2187.54,1.346,-0.5,1000.0,10,0,30,DECLINE,41.0,Tier 4,DECLINE
100182,Flight Training Essex Ltd(1),Flight Training Essex ltd(1).json,unlabelled,False,False,False,Other,10000.0,33,84,0.0,1.0,0.0,0.0,False,6954.68,534.98,8066.26,-1111.58,0.0,0.0,-0.16,2.93,620.48,1.279,0.5,1000.0,10,0,30,DECLINE,61.1,Tier 4,DECLINE
101582,Foolgood Salons Ltd(1),Foolgood Salons Ltd(1).json,unlabelled,False,False,False,Other,10000.0,20,76,0.0,0.0,0.0,0.0,False,52043.87,10408.77,59449.63,-7405.76,9953.3,0.191,-0.142,40.25,11889.93,2.0,-0.5,1000.0,10,0,30,DECLINE,41.6,Tier 4,DECLINE
101598,Akar Food Ltd(1),Akar Food Ltd(1).json,unlabelled,False,False,False,Other,10000.0,62,69,0.0,1.0,0.0,0.0,False,71177.0,6470.64,77111.75,-5934.75,8500.0,0.119,-0.083,50.0,7010.16,0.248,-0.05,1000.0,3,0,100,APPROVE,70.8,Tier 2,APPROVE
100385,All In The Wrap Limited(1),All in the wrap Limited(1).json,unlabelled,False,False,False,Other,5000.0,50,69,0.0,7.0,4.0,10552.0,False,55.98,27.99,0.0,55.98,0.0,0.0,1.0,4.66,0.0,1.414,-0.5,1000.0,10,0,30,DECLINE,54.5,Tier 4,DECLINE
101493,Apprintable Limited,Apprintable Limited Transaction Report(1).json,unlabelled,False,False,False,Other,10000.0,132,96,0.0,0.0,0.0,0.0,False,1190351.79,91565.52,920049.8,270301.99,141434.2,0.119,0.227,2.87,70773.06,0.322,-0.07,10396.23,3,0,100,APPROVE,84.9,Tier 2,APPROVE
101605,Ashby Street Motors Ltd(1),Ashby Street Motors Ltd(1).json,unlabelled,False,False,False,Other,10000.0,24,76,0.0,0.0,0.0,0.0,False,595828.94,99304.82,551002.6,44826.34,7000.0,0.012,0.075,11.08,91833.77,0.428,-0.13,3735.53,4,0,60,REFER,80.3,Tier 2,DECLINE
101506,Bbd Services Ltd,BBD Services Ltd Transaction Report(1).json,unlabelled,False,False,False,Other,8000.0,118,75,0.0,0.0,0.0,0.0,False,1855232.59,142710.2,1501267.76,353964.83,0.0,0.0,0.191,5.59,115482.14,1.055,0.27,13614.03,10,0,30,DECLINE,75.7,Tier 4,DECLINE
101465,Befirst Constructions Ltd,Befirst Constructions Ltd - Transaction Report(1).json,unlabelled,False,False,False,Other,2000.0,32,72,0.0,0.0,1.0,265.0,False,114508.29,10409.84,113232.78,1275.51,4789.2,0.042,0.011,18.88,10293.89,0.709,0.31,1000.0,7,0,30,DECLINE,71.1,Tier 3,DECLINE
101478,Besachkarma Limited(1),Besachkarma Limited(1).json,unlabelled,False,False,False,Other,9000.0,33,72,0.0,0.0,0.0,0.0,False,139303.39,10715.65,139440.79,-137.4,1940.0,0.014,-0.001,50.0,10726.21,0.441,-0.11,1000.0,4,0,60,REFER,67.5,Tier 2,DECLINE
101559,Blisshealth Concepts Limited(1),Blisshealth Concepts Limited(1).json,unlabelled,False,False,False,Other,8000.0,25,85,0.0,0.0,0.0,0.0,False,13440.02,1033.85,87644.7,-74204.68,41550.0,3.092,-1.0,1.13,6741.9,1.138,-0.02,1000.0,10,0,30,DECLINE,30.5,Tier 4,DECLINE
101509,22Lush Limited,22Lush Limited Transaction Report_categorized(1).json,unlabelled,False,False,False,Other,2000.0,67,0,0.0,0.0,0.0,0.0,False,44456.88,5557.11,42666.14,1790.74,0.0,0.0,0.04,46.59,5333.27,0.348,-0.13,1000.0,3,0,100,APPROVE,58.9,Tier 2,DECLINE
101424,Accounted Ltd(1),Accounted Ltd(1).json,unlabelled,False,False,False,Other,5000.0,45,33,5.0,8.0,0.0,0.0,False,66259.82,7362.2,63936.03,2323.79,808.59,0.012,0.035,19.89,7104.0,0.811,0.02,1000.0,8,0,30,DECLINE,53.0,Tier 4,DECLINE
101422,Advanced Automotive Performance Ltd(1),Advanced Automotive Performance Ltd(1).json,unlabelled,False,False,False,Other,10000.0,149,81,1.0,1.0,0.0,0.0,False,395692.13,30437.86,440535.22,-44843.09,47502.8,0.12,-0.113,6.88,33887.32,0.539,0.03,1000.0,5,0,60,REFER,70.8,Tier 2,DECLINE
101574,Hans Lec,Hans-Lec Transaction Report(1).json,unlabelled,False,False,False,Other,10000.0,216,0,0.0,0.0,0.0,0.0,False,220548.65,16965.28,187472.16,33076.49,12910.99,0.059,0.15,3.62,14420.94,0.821,0.39,1272.17,8,0,30,DECLINE,57.3,Tier 4,DECLINE
101555,Els Management Ltd(1),Els Management Ltd(1).json,unlabelled,False,False,False,Other,5000.0,89,88,0.0,0.0,0.0,0.0,False,207714.41,15978.03,170827.61,36886.8,0.0,0.0,0.178,5.35,13140.59,0.387,-0.15,1418.72,3,0,60,REFER,75.6,Tier 2,DECLINE
101542,Gas Records(1),Gas Records(1).json,unlabelled,False,False,False,Other,10000.0,27,87,1.0,1.0,0.0,0.0,False,18169.14,1651.74,19222.45,-1053.31,6950.0,0.383,-0.058,2.46,1747.5,1.064,0.5,1000.0,10,0,30,DECLINE,65.0,Tier 4,DECLINE
100162,Platform 10 Ltd(1),Platform 10 Ltd(1).json,unlabelled,False,False,False,Other,5000.0,28,84,0.0,0.0,1.0,699.0,False,60.0,30.0,798.45,-738.45,0.0,0.0,-1.0,1.01,399.22,0.471,0.5,1000.0,4,0,60,REFER,43.9,Tier 3,DECLINE
101573,Recognised London Limited(1),Recognised London Limited(1).json,unlabelled,False,False,False,Other,10000.0,93,0,0.0,0.0,0.0,0.0,False,194657.66,14973.67,154692.37,39965.29,87389.0,0.449,0.205,1.96,11899.41,0.69,0.5,1537.13,6,0,60,REFER,66.9,Tier 2,DECLINE
101459,The Gangway Sheringham Limited(1),The Gangway Sheringham Limited(1).json,unlabelled,False,False,False,Other,10000.0,58,88,1.0,1.0,0.0,0.0,False,655082.39,50390.95,729217.45,-74135.06,92420.0,0.141,-0.113,24.11,56093.65,0.274,0.04,1000.0,3,0,100,APPROVE,78.4,Tier 2,APPROVE
100388,Tradedesk Team Ltd(1),TradeDesk Team Ltd(1).json,unlabelled,False,False,False,Other,3000.0,78,76,0.0,0.0,0.0,0.0,False,53430.0,4110.0,49974.41,3455.59,0.0,0.0,0.065,10.94,3844.19,0.365,-0.05,1000.0,3,0,60,REFER,73.9,Tier 2,DECLINE
101548,We Design It Ltd(1),We Design it Ltd(1).json,unlabelled,False,False,False,Other,9000.0,136,83,0.0,0.0,0.0,0.0,False,108469.34,8343.8,84418.72,24050.62,17578.97,0.162,0.222,2.81,6493.75,0.974,0.15,1000.0,9,0,30,DECLINE,71.5,Tier 4,DECLINE
101572,We Style Any Dog Limited(1),We Style Any Dog Limited(1).json,unlabelled,False,False,False,Other,3000.0,97,67,9.0,14.0,1.0,3029.0,False,38707.91,2977.53,35064.88,3643.03,0.0,0.0,0.094,11.38,2697.3,0.329,-0.06,1000.0,3,0,100,APPROVE,73.9,Tier 2,APPROVE
101427,Weird Inc Ltd (1),Weird Inc Ltd (1).json,unlabelled,False,False,False,Other,3000.0,48,0,0.0,0.0,0.0,0.0,False,25699.03,1976.85,30754.76,-5055.73,4362.71,0.17,-0.197,3.16,2365.75,0.671,-0.24,1000.0,6,0,60,REFER,43.1,Tier 4,DECLINE
101462,White Canvas Bridal Ltd Transactions(1),White Canvas Bridal Ltd Transactions(1).json,unlabelled,False,False,False,Other,10000.0,35,91,0.0,0.0,0.0,0.0,False,145976.74,12164.73,146071.79,-95.05,14463.33,0.099,-0.001,9.95,12172.65,0.481,0.15,1000.0,4,0,60,REFER,79.9,Tier 2,SENIOR_REVIEW
101458,Smiths Trades Limited(1),Smiths Trades Limited(1).json,unlabelled,False,False,False,Other,10000.0,85,68,0.0,0.0,0.0,0.0,False,136275.23,10482.71,102864.16,33411.07,40024.89,0.294,0.245,2.41,7912.63,0.459,0.13,1285.04,4,0,60,REFER,81.8,Tier 2,DECLINE
101601,Something A Bit Different Ltd(1),Something a bit different Ltd(1).json,unlabelled,False,False,False,Other,10000.0,76,84,0.0,0.0,0.0,0.0,False,118629.74,9125.36,76581.64,42048.1,14911.49,0.126,0.354,2.01,5890.9,0.38,0.09,1617.23,3,0,60,REFER,89.7,Tier 2,SENIOR_REVIEW
100236,Staplehurst Coffee Ltd (1),Staplehurst Coffee Ltd (1).json,unlabelled,False,False,False,Other,10000.0,44,75,0.0,0.0,0.0,0.0,False,14114.65,7057.33,12029.68,2084.97,0.0,0.0,0.148,10.1,6014.84,0.156,-0.2,1000.0,0,0,100,APPROVE,76.3,Tier 2,APPROVE
101467,Starks Flooring Ltd,Starks Flooring Ltd Transaction Report(1).json,unlabelled,False,False,False,Other,3000.0,24,61,0.0,1.0,0.0,0.0,False,48138.87,16046.29,47889.91,248.96,0.0,0.0,0.005,50.0,15963.3,0.138,-0.07,1000.0,0,0,100,APPROVE,74.0,Tier 2,APPROVE
101445,T & L Hurley Ltd(1),T & L Hurley Ltd(1).json,unlabelled,False,False,False,Other,2000.0,59,86,0.0,0.0,0.0,0.0,False,35916.39,2762.8,32975.65,2940.74,0.0,0.0,0.082,12.16,2536.59,1.375,0.31,1000.0,10,0,30,DECLINE,67.7,Tier 4,DECLINE
101437,Techara Limited(1),TECHARA_LIMITED(1).json,unlabelled,False,False,False,Other,7000.0,34,53,2.0,6.0,0.0,0.0,False,51964.31,3997.25,64301.58,-12337.27,12347.52,0.238,-0.237,50.0,4946.28,1.052,0.1,1000.0,10,0,30,DECLINE,52.1,Tier 4,DECLINE
101549,The Gluten Free World Ltd(1),The Gluten Free World Ltd(1).json,unlabelled,False,False,False,Other,3000.0,48,34,4.0,11.0,0.0,0.0,False,37602.24,2892.48,55789.97,-18187.73,22144.92,0.589,-0.484,5.53,4291.54,0.514,0.07,1000.0,5,0,60,REFER,49.9,Tier 4,DECLINE
100303,Richer Education(1),Richer Education(1).json,unlabelled,False,False,False,Other,10000.0,142,88,0.0,0.0,0.0,0.0,False,33391.22,16695.61,21096.65,12294.57,0.0,0.0,0.368,4.98,10548.32,0.023,0.03,3073.64,0,0,100,APPROVE,93.6,Tier 2,APPROVE
100151,Rothwell Local Store Ltd(1),rothwell local store ltd(1).json,unlabelled,False,False,False,Other,10000.0,31,81,1.0,1.0,0.0,0.0,False,16575.71,8287.86,15300.68,1275.03,0.0,0.0,0.077,50.0,7650.34,0.789,-0.5,1000.0,7,0,30,DECLINE,64.6,Tier 3,DECLINE
100231,Scrandiggity Ltd(1),Scrandiggity LTD(1).json,unlabelled,False,False,False,Other,10000.0,43,71,1.0,1.0,2.0,995.0,False,3975.72,3975.72,3576.95,398.77,0.0,0.0,0.1,10.0,3576.95,0.1,0.0,1000.0,0,0,100,APPROVE,80.2,Tier 2,APPROVE
100141,Sercasa Ltd(1),Sercasa Ltd(1).json,unlabelled,False,False,False,Other,10000.0,42,89,0.0,0.0,0.0,0.0,False,45180.66,22590.33,97473.39,-52292.73,45948.72,1.017,-1.0,50.0,48736.7,1.405,-0.5,1000.0,10,0,30,DECLINE,41.0,Tier 4,DECLINE
100400,Shakespeares Shepherd Huts Ltd(1),Shakespeares Shepherd Huts Ltd(1).json,unlabelled,False,False,False,Other,10000.0,89,90,0.0,0.0,1.0,6938.0,False,83158.46,20789.61,70326.22,12832.24,1900.0,0.023,0.154,4.95,17581.56,1.084,-0.5,1604.03,10,0,30,DECLINE,65.3,Tier 4,DECLINE
101512,Silk Route Import & Export Ltd(1),silk route import & export ltd(1).json,unlabelled,False,False,False,Other,10000.0,56,77,0.0,0.0,0.0,0.0,False,504701.97,38823.23,547299.53,-42597.56,27091.87,0.054,-0.084,15.09,42099.96,0.264,0.04,1000.0,3,0,100,APPROVE,75.7,Tier 2,APPROVE
101592,Smart Alloys South West Limited(1),Smart Alloys South West Limited(1).json,unlabelled,False,False,False,Other,6000.0,39,68,5.0,6.0,0.0,0.0,False,190940.59,14687.74,184455.45,6485.14,4440.0,0.023,0.034,19.7,14188.88,0.271,0.13,1000.0,0,0,100,APPROVE,86.7,Tier 2,APPROVE
101528,Noble Executive Limited(1),Noble Executive Limited(1).json,unlabelled,False,False,False,Other,10000.0,115,63,0.0,2.0,1.0,302.0,False,7934.29,721.3,7953.82,-19.53,0.0,0.0,-0.002,10.0,723.07,0.922,-0.49,1000.0,9,0,30,DECLINE,55.1,Tier 4,DECLINE
101587,Palmcoco Ltd,Palmcoco Ltd Transaction Report(1).json,unlabelled,False,False,False,Other,3000.0,27,48,0.0,0.0,0.0,0.0,False,52958.41,10591.68,92822.11,-39863.7,50700.0,0.957,-0.753,5.97,18564.42,0.52,-0.22,1000.0,5,0,60,REFER,39.8,Tier 4,DECLINE
101564,Phone Expert Services Ltd(1),Phone Expert Services Ltd(1).json,unlabelled,False,False,False,Other,5000.0,58,60,0.0,0.0,0.0,0.0,False,53564.7,4120.36,62659.28,-9094.58,12552.0,0.234,-0.17,10.85,4819.94,0.379,0.06,1000.0,3,0,60,REFER,74.3,Tier 2,DECLINE
101564,Phone Expert Services Categorized(1),Phone Expert Services_categorized(1).json,unlabelled,False,False,False,Other,5000.0,58,60,0.0,0.0,0.0,0.0,False,54524.26,4194.17,62491.38,-7967.12,13872.0,0.254,-0.146,7.53,4807.03,0.309,0.06,1000.0,3,0,100,APPROVE,75.0,Tier 2,APPROVE
100395,Pj Photography Liverpool Limited(1),PJ PHOTOGRAPHY LIVERPOOL LIMITED(1).json,unlabelled,False,False,False,Other,3000.0,37,81,4.0,4.0,0.0,0.0,False,141100.76,10853.9,124652.21,16448.55,7136.0,0.051,0.117,4.72,9588.63,0.295,0.06,1000.0,0,0,100,APPROVE,89.2,Tier 2,APPROVE
100218,Post Production Sorted Ltd(1),Post Production Sorted Ltd(1).json,unlabelled,False,False,False,Other,5000.0,25,93,1.0,1.0,0.0,0.0,False,48984.47,5442.72,49502.07,-517.6,0.0,0.0,-0.011,10.0,5500.23,0.412,0.12,1000.0,4,0,60,REFER,83.3,Tier 1,DECLINE
101565,London Recruiting(1),London Recruiting(1).json,unlabelled,False,False,False,Other,10000.0,153,86,0.0,0.0,0.0,0.0,False,76724.72,7672.47,74368.14,2356.58,0.0,0.0,0.031,33.82,7436.81,0.514,-0.01,1000.0,5,0,60,REFER,71.3,Tier 2,DECLINE
100084,Maj Trade Ltd(1),Maj Trade Ltd(1).json,unlabelled,False,False,False,Other,10000.0,115,93,0.0,0.0,0.0,0.0,False,1369.87,684.94,577.08,792.79,0.0,0.0,0.579,3.04,288.54,1.414,0.5,1000.0,10,0,30,DECLINE,67.3,Tier 4,DECLINE
100133,Manzil Property Management(1),Manzil Property Management(1).json,unlabelled,False,False,False,Other,10000.0,116,67,0.0,0.0,2.0,1088.0,False,23097.04,23097.04,24718.97,-1621.93,0.0,0.0,-0.07,14.86,24718.97,0.1,0.0,1000.0,3,0,100,APPROVE,73.3,Tier 2,APPROVE
100186,Mh Home Renovations Ltd(1),Mh Home Renovations Ltd(1).json,unlabelled,False,False,False,Other,10000.0,51,78,1.0,5.0,0.0,0.0,False,7899.02,7899.02,8168.18,-269.16,0.0,0.0,-0.034,50.0,8168.18,0.1,0.0,1000.0,3,0,100,APPROVE,76.4,Tier 2,APPROVE
101545,Milton Fire Safety(1),Milton Fire Safety(1).json,unlabelled,False,False,False,Other,7000.0,28,67,8.0,8.0,0.0,0.0,False,83778.12,6981.51,82950.13,827.99,5.0,0.0,0.01,50.0,6912.51,1.365,0.5,1000.0,10,0,30,DECLINE,61.0,Tier 4,DECLINE
101495,Mitz Traders Ltd,Mitz Traders Ltd Transaction Report(1).json,unlabelled,False,False,False,Other,5000.0,31,0,0.0,0.0,0.0,0.0,False,32903.92,4700.56,32873.85,30.07,0.0,0.0,0.001,50.0,4696.26,1.984,-0.5,1000.0,10,0,30,DECLINE,31.5,Tier 4,DECLINE
101430,Moviescape Ltd(1),Moviescape Ltd(1).json,unlabelled,False,False,False,Other,10000.0,108,89,0.0,1.0,0.0,0.0,False,220523.72,16963.36,229769.53,-9245.81,400.0,0.002,-0.042,50.0,17674.58,0.349,-0.01,1000.0,3,0,100,APPROVE,72.7,Tier 2,APPROVE
100089,Hemming Logistics Ltd(1),Hemming Logistics Ltd(1).json,unlabelled,False,False,False,Other,2000.0,42,82,1.0,5.0,0.0,0.0,False,10062.39,5031.2,10233.28,-170.89,0.0,0.0,-0.017,28.75,5116.64,1.414,-0.5,1000.0,10,0,30,DECLINE,52.7,Tier 4,DECLINE
100114,Kam Marketing Group Limited(1),Kam marketing Group Limited(1).json,unlabelled,False,False,False,Other,10000.0,59,74,0.0,0.0,0.0,0.0,False,2393.88,2393.88,2951.81,-557.93,0.0,0.0,-0.233,11.15,2951.81,0.1,0.0,1000.0,3,0,100,APPROVE,69.3,Tier 2,APPROVE
100091,Ketco Direct Limited(1),Ketco Direct Limited(1).json,unlabelled,False,False,False,Other,7000.0,40,47,0.0,0.0,0.0,0.0,False,5931.18,2965.59,5931.48,-0.3,0.0,0.0,-0.0,50.0,2965.74,1.286,-0.5,1000.0,10,0,30,DECLINE,43.9,Tier 4,DECLINE
100220,Kids Tech Company Ltd(1),Kids Tech Company Ltd(1).json,unlabelled,False,False,False,Other,10000.0,37,85,0.0,0.0,0.0,0.0,False,35308.48,17654.24,31433.02,3875.46,0.0,0.0,0.11,50.0,15716.51,0.801,0.5,1000.0,8,0,30,DECLINE,72.8,Tier 3,DECLINE
100196,Kimbo And Sons Ltd,Kimbo and Sons Ltd Transaction Report(1).json,unlabelled,False,False,False,Other,9000.0,69,95,0.0,0.0,0.0,0.0,False,88117.05,6778.23,97754.35,-9637.3,6750.0,0.077,-0.109,5.38,7519.57,0.378,-0.01,1000.0,3,0,60,REFER,72.4,Tier 2,DECLINE
